"price","size_sqft","lot_sqft","bedrooms","bathrooms","year_built","year_renovated","renovated","condition","location_quality","dist_center_km","crime_rate","school_rating","has_pool","garage_cars","waterfront"
10032100,2899,9535,3,3,1990,NA,"No","Fair","High",9.07,21.7,9,"Yes",3,"No"
9878700,1119,3802,3,1.5,1978,2007,"Yes","Excellent","Low",30.62,67.6,5,"No",0,"No"
3740000,750,2000,3,3,1985,NA,"No","Fair","Medium",20.94,38.6,7,"No",2,"No"
2140700,1161,3896,1,1,1988,NA,"No","Fair","Medium",15.3,46.3,6,"No",1,"No"
4745400,2337,6899,3,2,1961,NA,"No","Fair","Medium",9.04,37.6,8,"No",0,"Yes"
1464600,1608,4459,2,1,1967,NA,"No","Fair","Medium",12.36,51,7,"No",1,"No"
4775300,2186,5342,3,3,1989,NA,"No","Good","Medium",12.83,50.9,6,"No",1,"No"
47661300,2228,5870,4,3.5,1992,2003,"Yes","Good","High",8.72,23.2,9,"Yes",2,"No"
18542400,2038,3622,3,2.5,1986,1995,"Yes","Good","Medium",22.81,68.3,7,"Yes",2,"No"
13862400,2353,5753,4,3.5,2009,NA,"No","Fair","High",6.49,41.1,9,"Yes",3,"No"
201182200,3433,5921,6,5,2009,2024,"Yes","Excellent","Premium",4.32,26.2,9,"Yes",2,"No"
5789300,1231,3865,2,2,1969,NA,"No","Poor","Low",24.36,69.3,6,"No",2,"No"
6707500,1324,2000,2,2,2021,2024,"Yes","Good","High",11.36,31.5,7,"No",2,"No"
22659400,1536,2926,3,2.5,1986,2002,"Yes","Excellent","Low",19.51,71.5,5,"No",2,"No"
45471900,3738,9950,4,4,2018,2024,"Yes","Good","High",7.86,10.9,7,"No",1,"No"
5371500,1507,2000,3,1.5,1948,NA,"No","Fair","Low",30.8,80.5,5,"No",1,"No"
80170800,2922,5891,3,2.5,2008,2019,"Yes","Excellent","High",10.11,23.5,8,"No",3,"No"
11318800,1772,4471,4,3,2007,NA,"No","Fair","High",5.8,15.8,9,"No",0,"No"
6153800,1564,5117,3,2,1975,NA,"No","Poor","Low",20.74,65.9,6,"No",1,"No"
8128100,1350,4237,3,3,1965,NA,"No","Fair","Low",38.25,68.8,6,"No",0,"No"
1497400,1087,2856,1,1,1966,NA,"No","Fair","Medium",23.69,57.9,6,"No",0,"No"
19700600,2955,5936,5,3.5,1988,NA,"No","Fair","High",11.45,47.7,8,"No",2,"No"
4798000,1355,3638,2,2.5,2008,NA,"No","Good","Medium",17.09,33.1,6,"No",2,"No"
4840600,688,2000,3,3,1960,NA,"No","Fair","Low",18.04,86.6,3,"No",1,"No"
3652300,1598,5070,3,1.5,2003,NA,"No","Good","Medium",16.4,61,5,"No",2,"No"
4494900,1468,4719,3,3,2015,2024,"Yes","Excellent","Medium",9.12,37.8,8,"No",0,"No"
2164200,998,4000,1,1.5,1933,NA,"No","Fair","Low",22.4,72.8,2,"No",0,"No"
15840800,2395,2617,5,3.5,2003,2021,"Yes","Excellent","High",4.51,16.2,8,"No",0,"No"
9238000,2722,7790,4,3,1992,NA,"No","Good","High",10.51,17.8,9,"No",1,"No"
18647500,1930,2000,3,3,2023,2024,"Yes","Good","High",9.83,29.5,9,"No",2,"No"
6065200,1671,5453,4,2,2004,NA,"No","Fair","High",3.48,53.5,8,"No",1,"No"
1594100,1806,4579,2,2,1966,NA,"No","Poor","Medium",19.29,52.5,7,"No",1,"No"
2249700,1910,4999,2,2,1976,NA,"No","Fair","Medium",17.01,49.2,5,"No",1,"No"
38089500,3056,9967,5,4,2002,NA,"No","Fair","Premium",4.88,15.9,9,"Yes",2,"No"
105105200,2753,6752,5,3.5,1992,1999,"Yes","Good","High",9.5,30.7,9,"No",3,"No"
55165400,2759,6396,5,3.5,2024,2024,"Yes","Excellent","High",5.12,33.9,8,"No",1,"No"
7231000,976,2411,3,3,1983,NA,"No","Good","Low",32.79,83.6,4,"No",1,"No"
263825700,4964,11925,5,3.5,1999,2011,"Yes","Good","Premium",2.06,30.9,10,"Yes",2,"No"
7358900,2795,6409,5,3.5,1991,NA,"No","Good","Medium",13.01,25.4,5,"No",2,"No"
133417000,2296,4503,4,3.5,2006,NA,"No","Good","Premium",4.18,19.3,10,"Yes",3,"No"
17283500,3012,8580,4,2.5,2015,NA,"No","Good","High",3.42,30.6,8,"Yes",3,"No"
48852600,3433,7181,6,4.5,1991,NA,"No","Good","High",3.2,30.3,6,"Yes",4,"No"
7402900,2073,5504,4,3.5,1975,NA,"No","Fair","Medium",12.68,43.8,6,"Yes",3,"No"
25550900,1843,3761,3,3,1938,NA,"No","Fair","Low",30.09,70.7,4,"Yes",3,"No"
2793400,944,2000,1,1,1951,NA,"No","Fair","Low",17.43,90.3,5,"No",1,"No"
1670700,953,2225,1,1,1961,NA,"No","Fair","Medium",21.06,49.6,5,"No",1,"No"
2379400,1428,3726,3,2.5,1974,NA,"No","Fair","Medium",16.24,59.6,6,"No",1,"No"
21050100,1138,2466,2,3,1992,2020,"Yes","Excellent","Low",20.34,63.6,3,"No",0,"No"
6528300,1068,3602,3,2,1998,NA,"No","Fair","Low",24.16,80.1,5,"No",0,"No"
36778700,3102,9065,6,4.5,2017,2024,"Yes","Good","High",4.69,12.8,8,"No",3,"No"
2654700,1522,4553,3,2.5,1995,NA,"No","Fair","Medium",15.69,60.2,8,"No",0,"No"
632318900,2783,4815,4,4.5,2000,NA,"No","Good","Premium",3.67,15.2,9,"Yes",3,"Yes"
12311800,1131,2728,3,3,1974,NA,"No","Fair","Low",31.05,57.1,5,"No",1,"No"
6077100,1248,3934,4,4,2010,2023,"Yes","Good","Medium",16.77,39,5,"No",0,"No"
94651100,3548,9390,4,4.5,1996,2011,"Yes","Good","High",4.32,30.3,9,"Yes",2,"No"
3016600,1982,2726,2,2,2009,NA,"No","Fair","Medium",13.68,52.2,6,"No",0,"No"
3730800,1091,2624,1,1,1951,NA,"No","Fair","Low",29.36,66.8,4,"No",2,"No"
24998000,1938,7417,2,2,1982,1990,"Yes","Excellent","Medium",13.59,57.5,7,"No",2,"No"
77986500,2181,7160,5,3,2023,2024,"Yes","Excellent","High",5.07,20.5,9,"Yes",4,"No"
2659900,1454,4668,2,1.5,1984,NA,"No","Fair","Medium",16.22,71.3,8,"No",2,"No"
11602500,2139,4722,3,3,2014,2024,"Yes","Good","Medium",14.76,54,6,"No",1,"No"
118461200,3748,9193,4,4,1995,2013,"Yes","Good","Premium",1.77,16.8,9,"Yes",2,"No"
735300,726,2405,1,2,1960,NA,"No","Poor","Medium",15.45,65.4,4,"No",1,"No"
5822000,2645,5468,4,2.5,1988,NA,"No","Good","High",3.05,25.7,7,"No",1,"No"
34667100,3715,5119,5,4,2003,NA,"No","Good","Premium",2.19,13.4,8,"Yes",3,"No"
103738200,3941,12038,5,3.5,2021,2024,"Yes","Excellent","High",7.08,34.5,7,"Yes",2,"No"
88775000,3790,10936,5,3,1995,2010,"Yes","Good","Premium",5.89,3.4,9,"Yes",2,"No"
2677800,1175,2000,3,3,1999,NA,"No","Fair","Medium",10.44,68.2,5,"No",0,"No"
10459400,1957,7760,4,2.5,1964,NA,"No","Fair","Medium",15.11,22.9,6,"Yes",3,"No"
3586700,1867,6628,4,1.5,2005,2017,"Yes","Excellent","Medium",20.12,53.4,6,"No",2,"No"
2456100,1552,4809,3,2,1996,NA,"No","Fair","Medium",9.96,53.7,7,"No",0,"No"
3406500,2130,3987,4,3,1965,NA,"No","Poor","Medium",15.91,44.5,6,"No",1,"No"
7144700,1355,3711,2,2,1998,2014,"Yes","Excellent","Medium",19.36,66.3,7,"No",0,"No"
6583600,819,2028,1,1,2005,2015,"Yes","Excellent","Medium",22.88,37.2,6,"No",2,"No"
16827700,2150,4522,4,3.5,2008,2015,"Yes","Good","Medium",17.07,32.3,7,"No",2,"No"
11408200,2467,6185,5,4.5,2002,NA,"No","Fair","Medium",9.16,51.8,7,"Yes",2,"No"
7871000,600,2539,3,3,1938,NA,"No","Fair","Low",22.29,84,6,"No",2,"No"
17672300,2400,5778,3,3,1977,2004,"Yes","Excellent","Medium",16.92,55,6,"Yes",2,"No"
14994000,3182,11389,5,3.5,1980,NA,"No","Poor","High",7.12,18.8,7,"No",3,"No"
7517300,1870,2857,3,2,1941,NA,"No","Fair","Low",38.99,83.8,7,"No",0,"No"
5220300,2229,4747,3,2.5,2003,NA,"No","Good","Medium",17.77,50.6,4,"Yes",3,"No"
15143300,2803,8330,3,4,2010,2024,"Yes","Good","High",10.14,36,8,"No",1,"No"
23807100,2812,7551,5,4,2011,NA,"No","Fair","High",5.1,30.8,8,"Yes",3,"No"
4503600,1063,2281,2,1.5,1964,NA,"No","Fair","Low",24.97,75.4,3,"No",0,"No"
8135700,2192,2000,5,4,1985,NA,"No","Fair","Medium",13.08,30.5,5,"No",1,"No"
83174000,4424,11680,4,2.5,1997,NA,"No","Good","Premium",3.85,7.6,8,"Yes",3,"No"
8282300,1081,2742,1,2,1984,NA,"No","Fair","Low",34.76,55.1,1,"No",1,"No"
233462700,4070,11257,4,3.5,2011,2024,"Yes","Excellent","Premium",3.27,14.1,9,"Yes",3,"No"
17302600,1432,3593,4,3.5,2011,2024,"Yes","Excellent","Medium",12.43,29.1,7,"No",1,"No"
1721600,1231,2000,2,3,1968,NA,"No","Poor","Medium",10.7,66.2,7,"No",0,"No"
3705400,1621,5271,3,2.5,2004,NA,"No","Fair","Medium",9.83,65.8,6,"No",1,"No"
10664200,1758,2561,2,3,1983,1997,"Yes","Excellent","Medium",15.95,40.8,6,"No",1,"No"
20323800,2730,5699,5,3,2023,2024,"Yes","Good","High",3.46,35.5,7,"Yes",2,"No"
534848100,3845,11442,5,3,2007,NA,"No","Good","Premium",3.51,13.6,9,"Yes",3,"No"
3812300,957,2271,2,2.5,1967,NA,"No","Poor","Medium",24.48,66.7,9,"No",1,"No"
10186400,2426,6396,4,2.5,1986,NA,"No","Fair","High",10.92,29.6,8,"No",0,"No"
12646900,600,2000,1,1.5,1991,2014,"Yes","Excellent","Low",35.81,91.6,3,"No",2,"No"
2863300,1643,3514,3,2.5,1970,NA,"No","Poor","Medium",24.34,67.6,8,"No",0,"No"
226849500,1558,5627,4,4,2024,NA,"No","Good","Premium",5.22,3.8,9,"Yes",2,"No"
131193700,3063,7353,6,4.5,2000,NA,"No","Fair","Premium",2.05,17,10,"Yes",3,"No"
5926900,1665,4966,3,3,1984,NA,"No","Fair","Medium",19.31,40.1,5,"No",2,"No"
9900700,1644,5026,4,3.5,1954,NA,"No","Fair","Low",37.86,60.4,4,"No",0,"No"
2225200,1514,5280,3,2,2004,NA,"No","Good","Medium",13.74,54.6,7,"No",0,"No"
45893800,3039,7602,6,3.5,1988,NA,"No","Fair","High",6.61,48.3,10,"Yes",3,"No"
1747600,1420,3479,3,1.5,1974,NA,"No","Fair","Medium",20.59,36.6,6,"No",0,"No"
3633400,1563,4412,2,3,1967,NA,"No","Poor","Medium",20.77,51.7,6,"No",0,"No"
6569300,985,2708,2,3.5,1954,NA,"No","Poor","Low",29.01,56.9,6,"No",1,"No"
9109900,1002,2593,3,3,1999,2018,"Yes","Good","Low",15.32,64.8,3,"No",1,"No"
77239800,5701,15056,5,5,2001,NA,"No","Good","Premium",1.19,0,8,"Yes",3,"No"
9583800,2408,5683,4,4.5,1992,2011,"Yes","Excellent","Medium",11.39,52.3,7,"Yes",2,"No"
9484300,3216,7150,4,4,2004,NA,"No","Good","High",9.92,37.8,8,"No",1,"No"
27023800,2197,7289,4,3.5,2014,2024,"Yes","Good","High",3.54,32.5,7,"No",0,"Yes"
8710400,600,2000,3,3,1957,NA,"No","Fair","Low",17.9,89.1,5,"No",2,"No"
10355800,1968,4645,3,2.5,1976,NA,"No","Fair","Medium",18.64,40.9,6,"Yes",4,"No"
2657400,1435,2114,2,2.5,1986,NA,"No","Good","Medium",8.33,27.6,9,"No",0,"No"
3126300,2558,6401,3,2.5,2005,NA,"No","Fair","Medium",24.93,34.6,5,"No",2,"No"
4490500,1622,3829,2,1.5,1995,NA,"No","Fair","Low",37.7,81.8,2,"No",0,"No"
24814900,1431,3832,4,3.5,1969,NA,"No","Fair","Low",25.25,85.6,5,"Yes",4,"No"
43405000,3451,6159,4,2.5,2006,2023,"Yes","Good","High",3.72,8.3,9,"Yes",2,"No"
3017300,1069,2324,2,1,1998,NA,"No","Good","Medium",24.93,43.5,7,"No",1,"No"
92732500,1286,3152,4,3.5,1996,NA,"No","Fair","Premium",5.58,11,10,"Yes",4,"No"
54023400,4338,9342,4,2,1995,NA,"No","Good","Premium",5.25,9.6,9,"Yes",4,"No"
6601000,1052,3227,1,1.5,2008,2021,"Yes","Excellent","Medium",21.25,48,5,"No",2,"No"
5773400,1806,3411,2,3,1988,NA,"No","Good","Low",16.28,75.2,4,"No",2,"No"
3797800,1869,6983,4,3.5,1973,NA,"No","Fair","Medium",10.67,41.6,6,"No",0,"No"
451405300,3456,9933,6,4.5,2022,2024,"Yes","Good","Premium",4.93,17.7,10,"Yes",3,"No"
2907800,1856,2940,4,3.5,1961,NA,"No","Fair","Medium",10.76,63.1,8,"No",2,"No"
27769200,3009,8564,4,3,1988,NA,"No","Good","High",10.32,17.5,9,"No",3,"No"
3679400,2668,7290,3,2,2010,NA,"No","Good","Medium",17.77,66.2,5,"No",3,"No"
1548400,1065,3848,1,1.5,1975,NA,"No","Fair","Medium",9.58,50.3,6,"No",0,"No"
2497100,819,2109,1,2.5,1999,NA,"No","Good","Medium",12.62,37.9,6,"No",1,"No"
2927200,1451,4528,2,2.5,1975,NA,"No","Fair","Medium",15.98,44.4,8,"No",1,"No"
9382400,2013,5475,3,2.5,2009,2024,"Yes","Excellent","Medium",24.02,62.1,6,"No",0,"No"
3137100,2746,8282,4,3.5,1960,NA,"No","Poor","Medium",23.75,30.7,4,"No",1,"No"
13585200,2669,3089,4,2,1983,NA,"No","Fair","High",8.98,10.2,5,"Yes",2,"No"
21834200,2103,5992,5,3,1992,NA,"No","Fair","High",11.85,49.7,10,"No",2,"No"
5632400,2114,4392,3,2,2014,NA,"No","Fair","High",10.64,24.7,8,"No",0,"No"
31315200,2381,5512,5,2.5,2002,NA,"No","Fair","Premium",4.16,14.7,9,"Yes",2,"No"
12253800,1030,3091,1,1.5,1951,NA,"No","Fair","Low",30.03,74.8,6,"Yes",3,"No"
18001800,1852,2702,4,4,1959,NA,"No","Fair","Low",25.68,72.8,3,"Yes",4,"No"
7099500,1025,3139,2,2,1994,NA,"No","Fair","Low",38.57,66.2,6,"No",1,"No"
164926800,4219,8165,6,4,2022,2024,"Yes","Good","Premium",4.86,15.7,9,"Yes",4,"No"
5244600,1459,3832,3,2.5,1954,NA,"No","Fair","Low",29.94,54.5,5,"No",1,"No"
36428800,3629,2000,6,4.5,1987,NA,"No","Fair","High",10.53,31.1,7,"Yes",3,"No"
23277200,3256,10122,5,3.5,1985,NA,"No","Fair","High",3.05,49.3,9,"Yes",4,"No"
1830400,1313,2885,4,2,1964,NA,"No","Fair","Medium",13.38,35.6,8,"No",0,"No"
14042300,1769,6524,3,2.5,1998,NA,"No","Fair","Medium",21.5,63.4,4,"Yes",4,"No"
7968300,1510,3573,3,2.5,1983,2011,"Yes","Excellent","Medium",18.62,47.4,7,"No",2,"No"
18172400,1361,3087,3,3,1941,NA,"No","Fair","Low",22.89,77,6,"Yes",3,"No"
5859300,1295,3117,2,2,1976,NA,"No","Poor","Low",35.1,56.5,8,"No",1,"No"
5139200,1581,2751,3,1.5,1960,NA,"No","Poor","Low",25.1,56.4,5,"No",1,"No"
3865300,825,2226,1,1,1961,NA,"No","Poor","Low",20.92,57.9,5,"No",2,"No"
2042600,1604,5014,3,3,1966,NA,"No","Fair","Medium",15.29,52.8,5,"No",0,"No"
8202600,755,2000,1,1.5,2002,2024,"Yes","Good","Medium",16.47,52.4,6,"Yes",3,"No"
4749700,1830,2000,3,2.5,1995,NA,"No","Good","Medium",24.1,38.5,6,"No",2,"No"
4427600,1558,3134,4,2,1999,NA,"No","Good","Medium",20.64,65.3,6,"No",2,"No"
1237100,1311,3537,2,1,2002,NA,"No","Fair","Medium",9.73,50.8,7,"No",0,"No"
3397500,1652,3840,2,1.5,1947,NA,"No","Fair","Low",21.04,93.6,4,"No",1,"No"
3575700,1843,5235,3,3.5,1967,NA,"No","Poor","Medium",9.05,48.9,7,"No",2,"No"
31577300,1195,3271,3,2.5,1945,1975,"Yes","Excellent","Low",20.45,58.4,4,"No",1,"No"
4514200,849,2000,2,2.5,1959,NA,"No","Fair","Low",23.78,69.1,5,"No",2,"No"
12588200,1556,3775,4,4,1993,1998,"Yes","Excellent","Medium",18.66,26.2,5,"No",1,"No"
10276100,2080,6464,5,4.5,1975,NA,"No","Fair","Medium",16.67,29.7,9,"No",0,"No"
7802600,1283,3946,2,2.5,1977,NA,"No","Fair","Low",38.83,79.9,6,"No",2,"No"
264839300,3539,7936,6,3.5,2018,NA,"No","Good","Premium",3.93,17.2,10,"Yes",2,"No"
6702400,1453,2863,3,3,1952,NA,"No","Fair","Low",34.19,100,5,"No",0,"No"
18114600,2391,4449,4,3.5,2015,2024,"Yes","Good","Medium",15.51,51.3,7,"Yes",3,"No"
3714400,2151,5422,5,3,1970,NA,"No","Fair","Medium",14.42,57.7,5,"No",2,"No"
14458200,2356,6611,4,4.5,1989,NA,"No","Fair","High",5.62,14.8,7,"No",1,"No"
16988200,2514,5750,5,3.5,1999,2009,"Yes","Good","High",3.88,32,8,"No",3,"No"
518784200,4295,11409,4,2.5,2024,2024,"Yes","Good","Premium",2.59,28.8,9,"Yes",4,"No"
1846200,1774,4869,2,1.5,1972,NA,"No","Fair","Medium",22.6,66.5,7,"No",0,"No"
20901600,1849,2000,4,4,2011,2024,"Yes","Good","Medium",22.74,34.5,7,"No",1,"No"
17748600,1061,2541,3,2,1993,2019,"Yes","Good","Low",24.02,51.4,5,"No",2,"No"
95105000,1376,2872,3,3,1993,2008,"Yes","Excellent","Low",29.33,75.9,5,"Yes",3,"No"
8678200,1763,2915,2,1.5,1985,2002,"Yes","Excellent","Medium",17.72,49,8,"No",1,"No"
23183900,1955,5326,4,3,2014,2024,"Yes","Excellent","Medium",20.9,51.3,7,"Yes",2,"No"
5838600,1496,4854,3,2.5,1988,NA,"No","Good","Medium",21.08,61.7,5,"Yes",3,"No"
6022600,814,2012,1,2,1947,NA,"No","Fair","Low",31.78,53.7,5,"No",2,"No"
10541200,2230,5827,3,2,1997,2021,"Yes","Excellent","High",3.15,27.1,7,"No",1,"No"
9289400,2380,4287,4,3,1982,2007,"Yes","Good","Medium",13.45,48.6,7,"No",1,"No"
1301600,927,2075,1,1.5,1963,NA,"No","Fair","Medium",22.94,52.2,6,"No",1,"No"
7699200,2783,8258,4,3.5,1972,NA,"No","Fair","Medium",11.57,57.1,8,"No",3,"No"
9207100,776,2000,2,2.5,1981,NA,"No","Fair","Low",34.27,76.1,4,"No",1,"No"
16443300,1442,3873,2,3,1985,NA,"No","Good","High",8.15,25.6,8,"Yes",2,"No"
59908300,3157,7432,5,3.5,2000,NA,"No","Fair","Premium",5.46,9.8,9,"Yes",3,"No"
25299600,1760,3176,3,3.5,1971,1986,"Yes","Excellent","Medium",11.66,38.7,7,"Yes",3,"No"
58446200,3061,6024,6,4.5,2012,NA,"No","Fair","High",6.94,18.2,9,"No",3,"No"
21893000,1503,3733,4,3,1976,NA,"No","Fair","Low",22.68,54,6,"No",2,"No"
6032300,2007,4933,3,3,1966,NA,"No","Fair","Low",36.8,49.5,4,"No",0,"No"
16188900,2643,3033,3,2,2004,2024,"Yes","Excellent","Medium",22.92,44.9,6,"No",3,"No"
3696100,676,2000,1,3,1980,2006,"Yes","Excellent","Medium",20.5,40.4,6,"No",0,"No"
14157000,1931,5150,2,1,1987,NA,"No","Fair","High",7.91,26.2,8,"Yes",2,"No"
46689100,956,3013,2,3,1994,2004,"Yes","Good","Low",34.08,83.7,6,"Yes",3,"No"
2865700,2148,4319,3,2.5,1970,NA,"No","Fair","Medium",24.12,41.3,5,"No",1,"No"
4134700,1161,3772,2,2,1954,NA,"No","Poor","Low",23.2,42.3,3,"No",1,"No"
21844500,2302,3999,4,3,1992,NA,"No","Fair","Medium",21.56,70,8,"Yes",3,"No"
25543500,3215,7157,4,3.5,1991,NA,"No","Good","High",9.1,20.4,8,"Yes",2,"No"
12540700,1376,2812,4,3.5,1964,NA,"No","Fair","Low",16.66,89.6,8,"No",1,"No"
1806300,1607,3905,3,3,1963,NA,"No","Fair","Medium",10.85,57.3,6,"No",1,"No"
2394500,1477,3959,3,2,1970,NA,"No","Poor","Medium",19.79,51.5,7,"No",1,"No"
6096200,1858,3620,3,3.5,1982,NA,"No","Fair","High",7.8,33.9,8,"No",2,"No"
6228300,713,2000,1,1,1979,NA,"No","Fair","Low",20.39,85.3,5,"No",0,"Yes"
4728900,1559,3454,3,2.5,1975,NA,"No","Fair","Medium",17.94,68.2,6,"Yes",3,"No"
3143000,1726,3122,3,2,1988,NA,"No","Fair","Medium",12.9,40.2,8,"No",1,"No"
11439000,2225,3679,3,3,2004,2010,"Yes","Excellent","Medium",12.77,22.5,7,"No",2,"No"
6409200,1273,4697,4,3.5,1989,NA,"No","Good","Medium",17.42,58.1,8,"No",0,"No"
2980500,989,2197,3,2.5,1961,NA,"No","Poor","Low",23.18,76.7,3,"No",1,"No"
6552400,1157,2214,1,2,2003,2024,"Yes","Excellent","Medium",9.8,32.8,7,"No",1,"No"
5950400,1575,3082,3,3,1966,NA,"No","Fair","Low",24.64,81.4,4,"No",1,"No"
3404700,1026,2415,2,1.5,2012,NA,"No","Good","Medium",16.3,52,5,"No",1,"No"
24560000,1765,2588,4,3.5,1981,NA,"No","Good","Medium",12.68,56.2,7,"Yes",3,"No"
3507600,1419,3172,4,3,1985,NA,"No","Fair","Medium",13.03,37,5,"No",0,"No"
3495200,2594,2628,4,3,1990,NA,"No","Good","Medium",20.07,45.8,7,"No",1,"No"
14594700,1585,2648,4,3.5,1937,NA,"No","Fair","Low",32.41,69.4,5,"No",2,"No"
10690700,600,2000,2,1,1934,NA,"No","Fair","Low",15.91,83.2,6,"Yes",4,"No"
13695500,1566,5221,4,3.5,1977,1989,"Yes","Good","Medium",24.73,65.8,8,"No",0,"No"
5732600,2691,2570,3,2.5,1988,NA,"No","Fair","Medium",15.69,57.7,6,"No",3,"No"
3836200,1801,2296,2,2.5,1989,NA,"No","Fair","Medium",8.33,30.5,6,"No",2,"No"
13011900,2993,9817,5,3.5,1998,NA,"No","Fair","High",7.33,41.3,8,"Yes",3,"No"
115364900,2678,6492,5,5,2017,2024,"Yes","Good","High",3.38,33.5,8,"Yes",3,"No"
9375300,1241,2298,4,3,1948,NA,"No","Fair","Low",25.1,81.2,5,"No",1,"No"
10889100,1579,5247,3,2.5,1997,2024,"Yes","Good","Low",36.55,91.6,4,"No",2,"No"
32833900,2065,5926,5,3.5,1984,2010,"Yes","Excellent","High",9.32,19,8,"No",1,"No"
2542900,1132,2960,2,1.5,1958,NA,"No","Poor","Low",20.9,100,4,"No",0,"No"
28283200,1914,6831,4,3.5,2013,2024,"Yes","Good","Medium",21.03,53.7,6,"Yes",3,"No"
4827900,1510,3793,2,2,2007,2024,"Yes","Good","Medium",12.75,46.2,8,"No",0,"No"
14380200,1821,3738,4,3.5,1946,NA,"No","Poor","Low",23.77,84.8,7,"No",2,"No"
22733300,3612,9112,4,3,1990,2011,"Yes","Good","High",11.75,30.1,8,"Yes",2,"No"
159433100,3660,11703,4,3.5,2001,NA,"No","Good","Premium",1.16,5.5,10,"Yes",3,"No"
22964600,1650,2467,4,3,1985,2012,"Yes","Excellent","Medium",21.56,27.8,8,"Yes",2,"No"
63736800,3589,6959,6,4,1980,1997,"Yes","Excellent","High",7.38,32,9,"Yes",2,"No"
8565700,1498,4824,4,3,1972,NA,"No","Fair","Medium",23.35,51.6,6,"No",2,"No"
32151200,1356,4561,3,4,1991,NA,"No","Fair","Low",26.97,54.6,6,"No",2,"No"
4915800,763,2000,2,2,1962,NA,"No","Fair","Low",22.45,62.2,3,"No",1,"No"
203437100,2547,5670,5,4,2020,2024,"Yes","Good","High",8.52,48,9,"Yes",3,"No"
27455400,3044,9820,6,3,2015,NA,"No","Fair","High",3.78,28.6,7,"Yes",3,"No"
5863100,1292,3211,3,2.5,1978,1994,"Yes","Excellent","Medium",14.69,44.1,5,"No",0,"No"
8836400,2789,6580,3,2,1999,NA,"No","Fair","High",5.32,31.8,7,"No",3,"No"
2473100,1370,5193,2,2,1979,NA,"No","Fair","Medium",15.88,46.1,7,"No",2,"No"
21771800,2861,12416,4,4.5,2005,NA,"No","Good","Medium",20.13,68.6,6,"Yes",4,"No"
53707300,2179,5771,5,3.5,1998,NA,"No","Fair","Premium",1.8,23.4,9,"Yes",4,"No"
7444800,2226,4639,3,2.5,1999,NA,"No","Fair","High",7.18,29.7,8,"No",2,"No"
1911000,1665,5340,4,4,1960,NA,"No","Poor","Medium",14.31,59.2,7,"No",2,"No"
11026000,1160,2000,1,1,1982,1989,"Yes","Good","Low",28.85,63.8,3,"No",1,"No"
7934500,984,2508,3,2.5,1969,NA,"No","Poor","Low",32.13,63.1,7,"No",2,"No"
9459900,1543,4384,3,3,2004,2014,"Yes","Excellent","Medium",23,58.6,7,"No",0,"No"
4360500,1970,3380,3,3,1988,2011,"Yes","Excellent","Medium",11.34,43.9,6,"No",2,"No"
94648300,3475,12274,5,3.5,2013,NA,"No","Good","High",6.93,20.1,7,"Yes",4,"No"
73230800,3517,6210,5,4.5,2005,NA,"No","Good","Premium",1.18,9.9,9,"Yes",3,"No"
4721200,2046,4015,4,2,1989,2011,"Yes","Excellent","Medium",16.52,83.8,6,"No",0,"No"
10752700,1035,2000,2,2,2015,2024,"Yes","Excellent","High",6.74,34.7,10,"No",0,"No"
285048800,4690,10721,4,3.5,2021,2024,"Yes","Excellent","Premium",3.16,6.1,8,"Yes",4,"No"
2294500,1409,2000,4,3,1960,NA,"No","Fair","Medium",17.01,59.5,3,"No",2,"No"
20875000,3071,7352,5,4,2015,NA,"No","Good","Premium",5.42,9,9,"Yes",4,"No"
4316300,1509,4805,2,3,1997,NA,"No","Good","Medium",20.49,51.1,6,"No",0,"No"
309059500,3231,8174,6,5,2022,2024,"Yes","Good","Premium",5.18,10.8,9,"Yes",4,"No"
4019200,858,2241,3,2.5,2011,NA,"No","Good","Medium",19.5,53.3,7,"No",0,"No"
1487900,1706,5096,2,1,1960,NA,"No","Poor","Medium",21.6,34.9,4,"No",1,"No"
23845600,3168,5013,6,5.5,2004,NA,"No","Good","High",10.64,37.2,9,"No",1,"No"
1339600,1274,3052,3,2.5,1966,NA,"No","Poor","Medium",9.32,43.2,5,"No",0,"No"
7413100,2401,6198,4,3,2012,2024,"Yes","Excellent","Medium",13.33,74.1,5,"No",0,"No"
20749000,3213,3158,4,2.5,2012,NA,"No","Good","Premium",1.01,18.6,9,"Yes",3,"No"
14375400,1260,2801,2,2,1936,NA,"No","Fair","Low",38.08,66.7,7,"Yes",2,"No"
322152000,3841,8354,4,4.5,2005,2011,"Yes","Good","Premium",4.19,14.1,9,"Yes",4,"No"
12042400,1722,3431,3,3,1991,2000,"Yes","Excellent","High",10.31,45.6,7,"No",0,"No"
8363600,613,2000,2,2,1974,NA,"No","Fair","Low",37.98,75.9,5,"No",1,"No"
35329800,3896,12427,4,3.5,2002,NA,"No","Fair","High",11.9,2.4,9,"Yes",4,"No"
4763400,2154,6049,4,3.5,1971,NA,"No","Poor","Medium",16.1,49.2,7,"No",1,"No"
2937900,911,3073,2,1.5,1950,NA,"No","Poor","Low",31.35,70.7,4,"No",0,"No"
78260300,2878,6813,5,4.5,1997,NA,"No","Fair","Premium",1.17,11.3,9,"Yes",3,"No"
